pid,act,start,end,duration
871,home,780,1440,660
872,home,0,375,375
872,work,375,1125,750
872,home,1125,1440,315
873,home,0,375,375
873,shop,375,480,105
873,leisure,480,975,495
873,home,975,1440,465
874,home,0,405,405
874,shop,405,480,75
874,leisure,480,1005,525
874,home,1005,1440,435
875,home,0,390,390
875,shop,390,480,90
875,leisure,480,975,495
875,home,975,1440,465
876,home,0,375,375
876,work,375,1050,675
876,home,1050,1440,390
877,home,0,390,390
877,work,390,1140,750
877,home,1140,1440,300
878,home,0,375,375
878,shop,375,420,45
878,leisure,420,540,120
878,shop,540,630,90
878,leisure,630,975,345
878,home,975,1440,465
879,home,0,375,375
879,work,375,1125,750
879,home,1125,1440,315
880,home,0,375,375
880,shop,375,450,75
880,leisure,450,975,525
880,home,975,1440,465
881,home,0,405,405
881,work,405,1035,630
881,education,1035,1080,45
881,home,1080,1440,360
882,home,0,375,375
882,shop,375,450,75
882,leisure,450,990,540
882,home,990,1440,450
883,home,0,390,390
883,shop,390,465,75
883,leisure,465,825,360
883,shop,825,930,105
883,home,930,1440,510
884,home,0,375,375
884,shop,375,465,90
884,leisure,465,690,225
884,shop,690,825,135
884,home,825,1440,615
885,home,0,390,390
885,shop,390,465,75
885,leisure,465,975,510
885,home,975,1440,465
886,home,0,375,375
886,shop,375,480,105
886,home,480,660,180
886,leisure,660,975,315
886,home,975,1440,465
887,home,0,375,375
887,shop,375,435,60
887,leisure,435,975,540
887,home,975,1440,465
888,home,0,390,390
888,work,390,1050,660
888,home,1050,1440,390
889,home,0,390,390
889,shop,390,480,90
889,leisure,480,990,510
889,home,990,1440,450
890,home,0,375,375
890,work,375,795,420
890,shop,795,915,120
890,home,915,1440,525
891,home,0,405,405
891,work,405,1050,645
891,home,1050,1440,390
892,home,0,375,375
892,work,375,1050,675
892,home,1050,1440,390
893,home,0,375,375
893,work,375,1065,690
893,home,1065,1440,375
894,home,0,390,390
894,shop,390,510,120
894,leisure,510,645,135
894,shop,645,915,270
894,home,915,1440,525
895,home,0,375,375
895,work,375,1095,720
895,education,1095,1110,15
895,home,1110,1440,330
896,home,0,390,390
896,leisure,390,540,150
896,shop,540,735,195
896,home,735,1440,705
897,home,0,375,375
897,shop,375,480,105
897,leisure,480,975,495
897,home,975,1440,465
898,home,0,375,375
898,work,375,780,405
898,shop,780,825,45
898,work,825,1080,255
898,home,1080,1440,360
899,home,0,375,375
899,leisure,375,555,180
899,shop,555,675,120
899,home,675,1440,765
900,home,0,375,375
900,leisure,375,540,165
900,shop,540,645,105
900,home,645,1440,795
901,home,0,390,390
901,shop,390,480,90
901,leisure,480,1005,525
901,home,1005,1440,435
902,home,0,375,375
902,shop,375,465,90
902,leisure,465,930,465
902,shop,930,960,30
902,home,960,1440,480
903,home,0,375,375
903,leisure,375,465,90
903,shop,465,735,270
903,home,735,1440,705
904,home,0,390,390
904,work,390,780,390
904,shop,780,795,15
904,work,795,1080,285
904,leisure,1080,1095,15
904,work,1095,1185,90
904,home,1185,1440,255
905,home,0,405,405
905,leisure,405,525,120
905,shop,525,600,75
905,home,600,840,240
905,shop,840,900,60
905,home,900,1440,540
906,home,0,405,405
906,work,405,1080,675
906,home,1080,1440,360
907,home,0,375,375
907,shop,375,435,60
907,leisure,435,1020,585
907,home,1020,1440,420
908,home,0,375,375
908,work,375,795,420
908,shop,795,855,60
908,home,855,1440,585
909,home,0,405,405
909,shop,405,495,90
909,leisure,495,1020,525
909,home,1020,1440,420
910,home,0,390,390
910,shop,390,450,60
910,leisure,450,975,525
910,home,975,1440,465
911,home,0,390,390
911,shop,390,405,15
911,leisure,405,510,105
911,shop,510,795,285
911,home,795,1440,645
912,home,0,375,375
912,work,375,1080,705
912,home,1080,1440,360
913,home,0,375,375
913,shop,375,495,120
913,leisure,495,975,480
913,home,975,1440,465
914,home,0,435,435
914,shop,435,525,90
914,leisure,525,1005,480
914,home,1005,1440,435
915,home,0,375,375
915,shop,375,435,60
915,leisure,435,990,555
915,home,990,1440,450
916,home,0,375,375
916,work,375,1155,780
916,home,1155,1440,285
917,home,0,390,390
917,leisure,390,495,105
917,shop,495,825,330
917,home,825,1440,615
918,home,0,375,375
918,work,375,795,420
918,shop,795,840,45
918,home,840,1440,600
919,home,0,375,375
919,work,375,780,405
919,shop,780,795,15
919,work,795,1125,330
919,home,1125,1440,315
920,home,0,375,375
920,shop,375,450,75
920,leisure,450,975,525
920,home,975,1440,465
921,home,0,405,405
921,shop,405,480,75
921,leisure,480,990,510
921,home,990,1440,450
922,home,0,390,390
922,shop,390,465,75
922,leisure,465,765,300
922,shop,765,885,120
922,home,885,1440,555
923,home,0,375,375
923,work,375,795,420
923,education,795,975,180
923,home,975,1440,465
924,home,0,390,390
924,leisure,390,630,240
924,shop,630,750,120
924,home,750,1440,690
925,home,0,390,390
925,shop,390,450,60
925,leisure,450,990,540
925,home,990,1440,450
926,home,0,390,390
926,leisure,390,780,390
926,shop,780,885,105
926,home,885,1440,555
927,home,0,420,420
927,shop,420,450,30
927,leisure,450,510,60
927,shop,510,705,195
927,home,705,1440,735
928,home,0,375,375
928,work,375,795,420
928,shop,795,870,75
928,work,870,960,90
928,leisure,960,975,15
928,work,975,1035,60
928,leisure,1035,1050,15
928,work,1050,1065,15
928,leisure,1065,1110,45
928,work,1110,1170,60
928,home,1170,1440,270
929,home,0,375,375
929,shop,375,480,105
929,leisure,480,990,510
929,home,990,1440,450
930,home,0,390,390
930,work,390,810,420
930,shop,810,870,60
930,work,870,1035,165
930,leisure,1035,1050,15
930,work,1050,1125,75
930,home,1125,1440,315
931,home,0,420,420
931,shop,420,480,60
931,leisure,480,975,495
931,home,975,1440,465
932,home,0,375,375
932,shop,375,450,75
932,leisure,450,975,525
932,home,975,1440,465
933,home,0,390,390
933,leisure,390,450,60
933,shop,450,570,120
933,home,570,660,90
933,leisure,660,900,240
933,home,900,1440,540
934,home,0,375,375
934,shop,375,435,60
934,leisure,435,990,555
934,home,990,1440,450
935,home,0,375,375
935,shop,375,450,75
935,leisure,450,990,540
935,home,990,1440,450
936,home,0,390,390
936,work,390,810,420
936,shop,810,870,60
936,home,870,1440,570
937,home,0,375,375
937,leisure,375,420,45
937,shop,420,540,120
937,home,540,660,120
937,shop,660,705,45
937,home,705,810,105
937,shop,810,825,15
937,home,825,1020,195
937,shop,1020,1035,15
937,home,1035,1440,405
938,home,0,375,375
938,leisure,375,525,150
938,shop,525,900,375
938,home,900,1440,540
939,home,0,375,375
939,work,375,1155,780
939,home,1155,1440,285
940,home,0,375,375
940,work,375,1170,795
940,home,1170,1440,270
941,home,0,390,390
941,leisure,390,495,105
941,shop,495,645,150
941,home,645,1440,795
942,home,0,375,375
942,work,375,1185,810
942,home,1185,1440,255
943,home,0,375,375
943,shop,375,435,60
943,leisure,435,975,540
943,home,975,1440,465
944,home,0,405,405
944,shop,405,510,105
944,leisure,510,990,480
944,home,990,1440,450
945,home,0,375,375
945,shop,375,435,60
945,leisure,435,975,540
945,home,975,1440,465
946,home,0,375,375
946,work,375,780,405
946,shop,780,840,60
946,work,840,1140,300
946,leisure,1140,1155,15
946,work,1155,1200,45
946,leisure,1200,1215,15
946,work,1215,1230,15
946,home,1230,1440,210
947,home,0,375,375
947,shop,375,435,60
947,leisure,435,975,540
947,home,975,1440,465
948,home,0,405,405
948,shop,405,465,60
948,leisure,465,870,405
948,home,870,1440,570
949,home,0,405,405
949,shop,405,480,75
949,leisure,480,1005,525
949,home,1005,1440,435
950,home,0,420,420
950,leisure,420,555,135
950,shop,555,615,60
950,leisure,615,975,360
950,home,975,1440,465
951,home,0,375,375
951,work,375,795,420
951,shop,795,870,75
951,home,870,1440,570
952,home,0,390,390
952,work,390,1125,735
952,home,1125,1440,315
953,home,0,375,375
953,work,375,1185,810
953,home,1185,1440,255
954,home,0,390,390
954,work,390,810,420
954,shop,810,885,75
954,home,885,1440,555
955,home,0,390,390
955,shop,390,450,60
955,leisure,450,900,450
955,shop,900,960,60
955,home,960,1440,480
956,home,0,390,390
956,shop,390,510,120
956,leisure,510,975,465
956,home,975,1440,465
957,home,0,375,375
957,shop,375,435,60
957,leisure,435,975,540
957,home,975,1440,465
958,home,0,390,390
958,leisure,390,630,240
958,shop,630,810,180
958,home,810,1440,630
959,home,0,390,390
959,shop,390,450,60
959,leisure,450,975,525
959,home,975,1440,465
960,home,0,375,375
960,work,375,1065,690
960,home,1065,1440,375
961,home,0,405,405
961,shop,405,510,105
961,leisure,510,1005,495
961,home,1005,1440,435
962,home,0,420,420
962,leisure,420,645,225
962,shop,645,870,225
962,home,870,1440,570
963,home,0,390,390
963,work,390,810,420
963,shop,810,900,90
963,home,900,1440,540
964,home,0,375,375
964,shop,375,480,105
964,leisure,480,975,495
964,home,975,1440,465
965,home,0,390,390
965,shop,390,450,60
965,leisure,450,1005,555
965,home,1005,1440,435
966,home,0,390,390
966,shop,390,480,90
966,home,480,570,90
966,leisure,570,750,180
966,home,750,1440,690
967,home,0,405,405
967,shop,405,480,75
967,leisure,480,1005,525
967,home,1005,1440,435
968,home,0,375,375
968,shop,375,435,60
968,leisure,435,990,555
968,home,990,1440,450
969,home,0,390,390
969,work,390,1140,750
969,home,1140,1440,300
970,home,0,390,390
970,shop,390,450,60
970,leisure,450,1005,555
970,home,1005,1440,435
971,home,0,375,375
971,shop,375,465,90
971,leisure,465,990,525
971,home,990,1440,450
972,home,0,375,375
972,shop,375,435,60
972,leisure,435,990,555
972,home,990,1440,450
973,home,0,390,390
973,work,390,810,420
973,shop,810,840,30
973,home,840,1440,600
974,home,0,405,405
974,leisure,405,480,75
974,shop,480,855,375
974,home,855,1440,585
975,home,0,420,420
975,shop,420,480,60
975,leisure,480,1005,525
975,home,1005,1440,435
976,home,0,375,375
976,work,375,795,420
976,shop,795,825,30
976,work,825,1035,210
976,leisure,1035,1050,15
976,work,1050,1095,45
976,shop,1095,1110,15
976,home,1110,1440,330
977,home,0,375,375
977,work,375,1170,795
977,home,1170,1440,270
978,home,0,435,435
978,shop,435,525,90
978,leisure,525,930,405
978,shop,930,960,30
978,home,960,1440,480
979,home,0,375,375
979,work,375,990,615
979,home,990,1440,450
980,home,0,375,375
980,work,375,1140,765
980,home,1140,1440,300
981,home,0,390,390
981,shop,390,630,240
981,leisure,630,975,345
981,home,975,1440,465
982,home,0,375,375
982,leisure,375,555,180
982,shop,555,645,90
982,home,645,1440,795
983,home,0,405,405
983,leisure,405,465,60
983,shop,465,780,315
983,home,780,1440,660
984,home,0,420,420
984,shop,420,480,60
984,leisure,480,990,510
984,home,990,1440,450
985,home,0,375,375
985,work,375,1095,720
985,home,1095,1440,345
986,home,0,420,420
986,shop,420,510,90
986,leisure,510,1005,495
986,home,1005,1440,435
987,home,0,390,390
987,work,390,1080,690
987,home,1080,1440,360
988,home,0,390,390
988,work,390,1020,630
988,education,1020,1080,60
988,home,1080,1440,360
989,home,0,390,390
989,work,390,1170,780
989,home,1170,1440,270
990,home,0,375,375
990,work,375,795,420
990,shop,795,855,60
990,work,855,1125,270
990,home,1125,1440,315
991,home,0,375,375
991,shop,375,510,135
991,leisure,510,990,480
991,home,990,1440,450
992,home,0,420,420
992,leisure,420,570,150
992,shop,570,630,60
992,home,630,1440,810
993,home,0,390,390
993,shop,390,465,75
993,leisure,465,1005,540
993,home,1005,1440,435
994,home,0,420,420
994,shop,420,480,60
994,leisure,480,975,495
994,home,975,1440,465
995,home,0,405,405
995,work,405,1110,705
995,home,1110,1440,330
996,home,0,375,375
996,work,375,1110,735
996,home,1110,1440,330
997,home,0,390,390
997,work,390,780,390
997,shop,780,795,15
997,work,795,1065,270
997,shop,1065,1080,15
997,home,1080,1440,360
998,home,0,375,375
998,leisure,375,630,255
998,shop,630,930,300
998,home,930,1440,510
999,home,0,390,390
999,shop,390,450,60
999,home,450,630,180
999,leisure,630,990,360
999,home,990,1440,450
